00095280-a	gle:lemma	gan aithne gan urlabhra
00095280-a	gle:lemma	imithe
00095873-s	gle:lemma	ar shlí na fírinne
00095873-s	gle:lemma	nach maireann
00095873-s	gle:lemma	marbh
00095873-s	gle:lemma	imithe
00095873-s	gle:lemma	caillte
00097147-s	gle:lemma	marbh
00097147-s	gle:lemma	éagtha
00097147-s	gle:lemma	caillte
00097674-s	gle:lemma	nach maireann
00097768-s	gle:lemma	marbh
00097768-s	gle:lemma	gan anam
00097768-s	gle:lemma	neamhbheo
00097768-s	gle:lemma	marbhánta
00097768-s	gle:lemma	splíonach
00098307-s	gle:lemma	marbh-bheirthe
00098933-a	gle:lemma	airtéiseach
00099590-s	gle:lemma	istigh
00100634-a	gle:lemma	aibítreach
00101609-a	gle:lemma	altrúíoch
00101609-a	gle:lemma	neamhleithleach
00101609-a	gle:lemma	soilíosach
00101800-a	gle:lemma	féinlárnach
00101800-a	gle:lemma	leithleach
00102786-s	gle:lemma	défhaobhrach
00103196-s	gle:lemma	mar dhea
00103696-a	gle:lemma	gan athbhrí
00103696-a	gle:lemma	glan
00103696-a	gle:lemma	aonchiallach
00103953-s	gle:lemma	aonchiallach
00104051-a	gle:lemma	uaillmhianach
00104051-a	gle:lemma	ard
00104051-a	gle:lemma	glóirmhianach
00104051-a	gle:lemma	aidhmeannach
00104318-s	gle:lemma	stróinéiseach
00104318-s	gle:lemma	sonnta
00104318-s	gle:lemma	treallúsach
00104533-s	gle:lemma	uaillmhianach
00104825-s	gle:lemma	más fíor
00105197-s	gle:lemma	eisbheartach
00105197-s	gle:lemma	éidreorach
00106020-s	gle:lemma	dlúth
00106182-s	gle:lemma	neamh-mhion
00106182-s	gle:lemma	duaiseach
00106456-a	gle:lemma	singil
00106456-a	gle:lemma	gann
00106456-a	gle:lemma	seang
00106456-a	gle:lemma	tearc
00106456-a	gle:lemma	gortach
00106821-s	gle:lemma	gann
00106821-s	gle:lemma	tearc
00106821-s	gle:lemma	scáinte
00106821-s	gle:lemma	gannchúiseach
00106821-s	gle:lemma	gortach
00106821-s	gle:lemma	gearreireaballach
00106821-s	gle:lemma	feannta
00107384-s	gle:lemma	bocht
00107384-s	gle:lemma	suarach
00107384-s	gle:lemma	gortach
00107384-s	gle:lemma	gágach
00107384-s	gle:lemma	scallta
00107384-s	gle:lemma	éidreorach
